id;guideword;hazard;detailed_scenario;hazardous_event;severity;severity_rationale
149;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A bicycle is moving in the same direction on a downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the emergency lane when there was no need to avoid the bicycle""";S1; The CAEM's unnecessary lateral motion request causing the vehicle to swerve into the emergency lane does not involve a direct collision with a pedestrian or another vehicle. However, the sudden swerve could potentially cause light to moderate injuries to the occupants of the vehicle due to the abrupt change in motion.
150;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: A speed limit sign is on the side of the downhill road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into another lane when there was no need to avoid the sign""";S1; The severity of the hazardous event is predicted as S1 as the CAEM's unnecessary lateral motion request causing the vehicle to swerve into another lane could result in a collision with another vehicle. However, considering the scenario doesn't specify high impact speed or a collision with a stationary object, it is unlikely to cause severe or life-threatening injuries. Therefore, the severity is classified as S1, indicating light to moderate injuries.
151;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Traversing a gentle curve on a single-lane uphill road with an adjacent parking lane and a pedestrian crossing the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the parking lane when there is no hazardous collision object in the vicinity""";S0; The severity of the hazardous event is predicted as S0 as the CAEM's lateral motion request causes the vehicle to swerve into the parking lane where there are no hazardous collision objects in the vicinity. Therefore, the potential harm is minimal with no injuries, similar to leaving the road without collision or rollover.
152;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Traversing a gentle curve on a single-lane uphill road with an adjacent parking lane and a bus approaching from opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the bus when there is no hazardous collision object in the vicinity""";S1;The hazardous event involves a lateral motion request causing the vehicle to swerve into a bus, however, as there is no hazardous collision object in the vicinity, the impact speed would be relatively low. The individuals involved would likely be the driver and passengers of the ego vehicle and the bus. Given the low impact speed and lack of hazardous collision objects, injuries are likely to be light to moderate, falling under severity class S1.
153;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Traversing a gentle curve on a single-lane uphill road with an adjacent parking lane and a tree falls on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve and hit the fallen tree when there is no hazardous collision object in the vicinity""";S1; The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request caused the vehicle to swerve and hit a fallen tree, which is a narrow stationary object. However, since there is no hazardous collision object in the vicinity, the impact speed is likely to be very low, resulting in light to moderate injuries.
154;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a multi-lane wet road with low friction, passing through a grade-separated intersection using an overpass with debris in the road""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to swerve to avoid the non-existent object and potentially collide with the debris""";S1; The severity of the hazardous event is predicted as S1 because the vehicle's swerving action, due to a false alarm from the CAEM, might lead to a collision with debris. This could result in light to moderate injuries, especially if the vehicle is moving at a low speed. The impact speed is predicted to be low as there is no actual hazardous collision object in the vicinity, and the collision, if any, would be with the debris on the road.
155;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a multi-lane wet road with low friction, passing through a grade-separated intersection using an overpass with no other road users or objects present""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to swerve unnecessarily and potentially lose control due to the wet road conditions""";S1; The severity of the hazardous event is predicted as S1 because the vehicle's unnecessary swerving due to the CAEM's false lateral motion request, especially under wet road conditions, could lead to loss of control and a possible collision. However, given the absence of any hazardous collision object in the vicinity, the impact speed is likely to be low, leading to light or moderate injuries.
156;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Navigating a single-lane downhill road that transitions into a tunnel with a marked pedestrian crossing. A bicycle is coming from the opposite direction""";"""Hazardous Event: CAEM produces a left lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to veer towards the bicycle""";S1; The hazardous event involves an unexpected lateral motion of the vehicle towards a bicycle. Given that there is no hazardous collision object in the vicinity, it is likely that the impact speed would be low, leading to light or moderate injuries to the cyclist. This falls under the S1 severity class.
157;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Navigating a single-lane downhill road that transitions into a tunnel with a marked pedestrian crossing. A truck is parked on the side of the road""";"""Hazardous Event: CAEM produces a right lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to veer towards the parked truck""";S1; The hazardous event involves the vehicle veering towards a parked truck due to a right lateral motion request with no hazardous collision object in vicinity. This scenario could potentially result in a side impact with the parked truck, which based on the severity classes, could result in light and moderate injuries (S1). The impact speed is not specified but considering that the vehicle was not initially heading towards any hazardous object, it can be inferred that the speed may not be high enough to cause severe or life-threatening injuries.
158;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Navigating a single-lane downhill road that transitions into a tunnel with a marked pedestrian crossing. A car is following the ego vehicle""";"""Hazardous Event: CAEM produces a left lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to veer towards the following car""";S1; The hazardous event involves a sudden lateral motion of the vehicle due to a malfunction in the CAEM, causing it to veer towards a following car. However, the absence of a hazardous collision object in the vicinity indicates that the impact speed would be relatively low. This circumstance would likely result in light to moderate injuries to the driver or passengers of the ego vehicle or the following car. The severity is therefore classified as S1, assuming the use of safety measures such as seat belts and airbags.
159;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight multi-lane road that transitions into a bridge with solid line markings and pedestrian sidewalks with a stationary broken-down vehicle""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, leading to a collision with the stationary vehicle""";S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request without a hazardous collision object in the vicinity implies a very low speed collision with a stationary vehicle. This scenario aligns with the examples given for S1 severity, which include side impact with a narrow stationary object at very low speed. The impact speed is likely very low due to the absence of a hazardous collision object, and the persons involved are likely the driver or passengers of the ego vehicle.
160;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a straight road with clear weather and a pedestrian walking on the sidewalk�;�CAEM produces a lateral motion request causing the vehicle to swerve towards the pedestrian�;S3;The hazardous event involves a vehicle swerving towards a pedestrian, which is an unprotected road user. Given the sudden lateral motion request produced by CAEM, the impact speed could be high. This scenario may result in life-threatening injuries (survival uncertain) or fatal injuries to the pedestrian, hence the severity is predicted as S3.
161;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a highway with moderate traffic and a car suddenly changes lanes without signaling�;�CAEM fails to produce a lateral motion request causing a collision with the car�;S2;The CAEM�s failure to produce a lateral motion request to avoid a collision with a car changing lanes could result in a side impact collision. Given the potential for moderate to high speed, severe and life-threatening injuries are probable. The severity is predicted as S2, indicating severe and life-threatening injuries with survival probable.
162;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a rural road with no other vehicles in sight and a deer suddenly appears on the road�;�CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with a tree�;S2;The hazardous event involves a potential collision with a tree due to an unnecessary swerve caused by CAEM. Given the nature of the event, the impact speed could be high, increasing the severity of potential harm. Therefore, the severity is predicted as S2.
163;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a city street with heavy traffic and a cyclist suddenly swerves into the lane�;�CAEM fails to produce a lateral motion request causing a collision with the cyclist�;S3;The hazardous event involves a failure in the CAEM, leading to a collision with a cyclist. Given the unprotected nature of cyclists and the potential high impact speed, this could result in life-threatening injuries or even fatality, hence the severity is predicted as S3.
164;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a highway with clear weather and a car parked on the shoulder�;�CAEM produces a lateral motion request causing the vehicle to swerve into the parked car�;S1;The severity of the hazardous event is predicted as S1, indicating light and moderate injuries. This is based on the scenario where CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with a parked car. Given the nature of the event, the impact speed is likely to be low as it involves a parked car, and the persons involved would likely be the driver or passengers of the ego vehicle.
165;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a mountain road with sharp curves and a rockslide occurs�;�CAEM fails to produce a lateral motion request causing a collision with the rocks�;S2;The severity of the hazardous event is predicted as S2, indicating severe and life-threatening injuries. This is based on the scenario where the CAEM fails to produce a lateral motion request causing the vehicle to collide with rocks from a rockslide. Given the nature of the event, the impact speed could be high, increasing the severity of potential harm.
166;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a suburban street with moderate traffic and a child playing near the road�;�CAEM produces a lateral motion request causing the vehicle to swerve towards the child�;S3;The hazardous event involves a vehicle swerving towards a child, which is an unprotected road user. Given the sudden lateral motion request produced by CAEM, the impact speed could be high. This scenario may result in life-threatening injuries (survival uncertain) or fatal injuries to the child, hence the severity is predicted as S3.
167;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a wet road with low visibility and a car suddenly stops ahead�;�CAEM fails to produce a lateral motion request causing a rear-end collision with the car�;S2;The CAEM�s failure to produce a lateral motion request to avoid a rear-end collision with a car could result in severe and life-threatening injuries. Given the potential for moderate to high speed, the severity is predicted as S2, indicating severe and life-threatening injuries with survival probable.
168;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a highway with light traffic and a motorcycle is riding in the adjacent lane�;�CAEM produces a lateral motion request causing the vehicle to swerve into the motorcycle�;S2;The hazardous event involves a potential collision with a motorcycle due to an unnecessary swerve caused by CAEM. Given the nature of the event, the motorcyclist is an unprotected road user and is at a high risk of severe and life-threatening injuries, especially if the vehicle is moving at a high speed. Therefore, the severity is predicted as S2.
169;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a straight road with clear weather and a pedestrian suddenly crosses the road�;�CAEM fails to produce a lateral motion request causing a collision with the pedestrian�;S3;The hazardous event involves a failure in the CAEM, leading to a collision with a pedestrian. Given the unprotected nature of pedestrians and the potential high impact speed, this could result in life-threatening injuries or even fatality, hence the severity is predicted as S3.
170;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a straight road with clear weather and a pedestrian walking on the sidewalk�;�CAEM produces a lateral motion request causing the vehicle to swerve towards the pedestrian�;S3;The hazardous event involves a vehicle swerving towards a pedestrian, which is an unprotected road user. Given the sudden lateral motion request produced by CAEM, the impact speed could be high. This scenario may result in life-threatening injuries (survival uncertain) or fatal injuries to the pedestrian, hence the severity is predicted as S3.
171;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a highway with moderate traffic and a car suddenly changes lanes without signaling�;�CAEM fails to produce a lateral motion request causing a collision with the car�;S2;The CAEM�s failure to produce a lateral motion request to avoid a collision with a car changing lanes could result in a side impact collision. Given the potential for moderate to high speed, severe and life-threatening injuries are probable. The severity is predicted as S2, indicating severe and life-threatening injuries with survival probable.
172;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a rural road with no other vehicles in sight and a deer suddenly appears on the road�;�CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with a tree�;S2;The hazardous event involves a potential collision with a tree due to an unnecessary swerve caused by CAEM. Given the nature of the event, the impact speed could be high, increasing the severity of potential harm. Therefore, the severity is predicted as S2.
173;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a city street with heavy traffic and a cyclist suddenly swerves into the lane�;�CAEM fails to produce a lateral motion request causing a collision with the cyclist�;S3;The hazardous event involves a failure in the CAEM, leading to a collision with a cyclist. Given the unprotected nature of cyclists and the potential high impact speed, this could result in life-threatening injuries or even fatality, hence the severity is predicted as S3.
174;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a highway with clear weather and a car parked on the shoulder�;�CAEM produces a lateral motion request causing the vehicle to swerve into the parked car�;S1;The severity of the hazardous event is predicted as S1, indicating light and moderate injuries. This is based on the scenario where CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with a parked car. Given the nature of the event, the impact speed is likely to be low as it involves a parked car, and the persons involved would likely be the driver or passengers of the ego vehicle.
175;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a mountain road with sharp curves and a rockslide occurs�;�CAEM fails to produce a lateral motion request causing a collision with the rocks�;S2;The severity of the hazardous event is predicted as S2, indicating severe and life-threatening injuries. This is based on the scenario where the CAEM fails to produce a lateral motion request causing the vehicle to collide with rocks from a rockslide. Given the nature of the event, the impact speed could be high, increasing the severity of potential harm.
176;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a suburban street with moderate traffic and a child playing near the road�;�CAEM produces a lateral motion request causing the vehicle to swerve towards the child�;S3;The hazardous event involves a vehicle swerving towards a child, which is an unprotected road user. Given the sudden lateral motion request produced by CAEM, the impact speed could be high. This scenario may result in life-threatening injuries (survival uncertain) or fatal injuries to the child, hence the severity is predicted as S3.
177;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a wet road with low visibility and a car suddenly stops ahead�;�CAEM fails to produce a lateral motion request causing a rear-end collision with the car�;S2;The CAEM�s failure to produce a lateral motion request to avoid a rear-end collision with a car could result in severe and life-threatening injuries. Given the potential for moderate to high speed, the severity is predicted as S2, indicating severe and life-threatening injuries with survival probable.
178;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a highway with light traffic and a motorcycle is riding in the adjacent lane�;�CAEM produces a lateral motion request causing the vehicle to swerve into the motorcycle�;S2;The hazardous event involves a potential collision with a motorcycle due to an unnecessary swerve caused by CAEM. Given the nature of the event, the motorcyclist is an unprotected road user and is at a high risk of severe and life-threatening injuries, especially if the vehicle is moving at a high speed. Therefore, the severity is predicted as S2.
179;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a straight road with clear weather and a pedestrian suddenly crosses the road�;�CAEM fails to produce a lateral motion request causing a collision with the pedestrian�;S3;The hazardous event involves a failure in the CAEM, leading to a collision with a pedestrian. Given the unprotected nature of pedestrians and the potential high impact speed, this could result in life-threatening injuries or even fatality, hence the severity is predicted as S3.
180;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a straight road with clear weather and a pedestrian walking on the sidewalk�;�CAEM produces a lateral motion request causing the vehicle to swerve towards the pedestrian�;S3;The hazardous event involves a vehicle swerving towards a pedestrian, which is an unprotected road user. Given the sudden lateral motion request produced by CAEM, the impact speed could be high. This scenario may result in life-threatening injuries (survival uncertain) or fatal injuries to the pedestrian, hence the severity is predicted as S3.
181;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a highway with moderate traffic and a car suddenly changes lanes without signaling�;�CAEM fails to produce a lateral motion request causing a collision with the car�;S2;The CAEM�s failure to produce a lateral motion request to avoid a collision with a car changing lanes could result in a side impact collision. Given the potential for moderate to high speed, severe and life-threatening injuries are probable. The severity is predicted as S2, indicating severe and life-threatening injuries with survival probable.
182;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;�Driving on a rural road with no other vehicles in sight and a deer suddenly appears on the road�;�CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with a tree�;S2;The hazardous event involves a potential collision with a tree due to an unnecessary swerve caused by CAEM. Given the nature of the event, the impact speed could be high, increasing the severity of potential harm. Therefore, the severity is predicted as S2.
183;Omission;CAEM fails to produce a lateral motion request when it is necessary to avoid a collision.;�Driving on a city street with heavy traffic and a cyclist suddenly swerves into the lane�;�CAEM fails to produce a lateral motion request causing a collision with the cyclist�;S3;The hazardous event involves a failure in the CAEM, leading to a collision with a cyclist. Given the unprotected nature of cyclists and the potential high impact speed, this could result in life-threatening injuries or even fatality, hence the severity is predicted as S3.
184;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Rural road with no other road users or objects;CAEM produces a lateral motion request causing the vehicle to swerve into an empty lane;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
185;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Urban street with light traffic and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve and brake suddenly;S1;The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
186;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Rural road with no other road users or objects;CAEM produces a lateral motion request causing the vehicle to swerve into an empty lane;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
187;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Tunnel with no vehicles or obstacles;CAEM produces a lateral motion request causing the vehicle to swerve towards the curb;S0;The severity of the hazardous event is predicted to be S0 as the CAEM-induced lateral motion request causes the vehicle to swerve into an empty lane where there is no hazardous collision object. This implies that there is no collision or rollover, hence no injuries are expected.
188;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Tunnel with no vehicles or obstacles;CAEM produces a lateral motion request causing the vehicle to swerve into a parking spot;S0;The severity of the hazardous event is predicted to be S0 as the CAEM-induced lateral motion request causes the vehicle to swerve into an empty lane where there is no hazardous collision object. This implies that there is no collision or rollover, hence no injuries are expected.
189;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Rural road with no other road users or objects;CAEM produces a lateral motion request causing the vehicle to swerve and brake suddenly;S1;The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve unnecessarily. Considering the nature of the event, the severity is likely to be S1 as it may result in light and moderate injuries due to sudden swerving. The impact speed is not explicitly high, and there is no direct collision mentioned.
190;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Industrial area with trucks parked and no other road users;CAEM produces a lateral motion request causing the vehicle to swerve into a parking spot;S1;The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve unnecessarily. Considering the nature of the event, the severity is likely to be S1 as it may result in light and moderate injuries due to sudden swerving. The impact speed is not explicitly high, and there is no direct collision mentioned.
191;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Intersection with traffic lights, no vehicles or pedestrians present;CAEM produces a lateral motion request causing the vehicle to swerve into a parking spot;S0;The severity of the hazardous event is predicted to be S0 as the CAEM-induced lateral motion request causes the vehicle to swerve into an empty lane where there is no hazardous collision object. This implies that there is no collision or rollover, hence no injuries are expected.
192;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Rural road with no other road users or objects;CAEM produces a lateral motion request causing the vehicle to swerve into a parking spot;S1;The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
193;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Commercial district with light traffic and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve and brake suddenly;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
194;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Residential area with parked cars and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve away from a non-existent obstacle;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
195;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Rural road with no other road users or objects;CAEM produces a lateral motion request causing the vehicle to swerve away from a non-existent obstacle;S1;The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
196;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Residential area with parked cars and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve towards the curb;S1;The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
197;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Residential area with parked cars and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve into an empty lane;S0;The severity of the hazardous event is predicted to be S0 as the CAEM-induced lateral motion request causes the vehicle to swerve into an empty lane where there is no hazardous collision object. This implies that there is no collision or rollover, hence no injuries are expected.
198;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Industrial area with trucks parked and no other road users;CAEM produces a lateral motion request causing the vehicle to swerve and brake suddenly;S1;The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
199;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Industrial area with trucks parked and no other road users;CAEM produces a lateral motion request causing the vehicle to swerve and brake suddenly;S0;The severity of the hazardous event is predicted to be S0 as the CAEM-induced lateral motion request causes the vehicle to swerve into an empty lane where there is no hazardous collision object. This implies that there is no collision or rollover, hence no injuries are expected.
200;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Industrial area with trucks parked and no other road users;CAEM produces a lateral motion request causing the vehicle to swerve into an empty lane;S0;The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
201;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Parking lot with low vehicle and pedestrian traffic;CAEM produces a lateral motion request causing the vehicle to swerve away from a non-existent obstacle;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
202;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Industrial area with trucks parked and no other road users;CAEM produces a lateral motion request causing the vehicle to swerve into an empty lane;S1;The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve unnecessarily. Considering the nature of the event, the severity is likely to be S1 as it may result in light and moderate injuries due to sudden swerving. The impact speed is not explicitly high, and there is no direct collision mentioned.
203;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Parking lot with low vehicle and pedestrian traffic;CAEM produces a lateral motion request causing the vehicle to swerve into a parking spot;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
204;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Tunnel with no vehicles or obstacles;CAEM produces a lateral motion request causing the vehicle to swerve into an empty lane;S0;The severity of the hazardous event is predicted to be S0 as the CAEM-induced lateral motion request causes the vehicle to swerve into an empty lane where there is no hazardous collision object. This implies that there is no collision or rollover, hence no injuries are expected.
205;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Commercial district with light traffic and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve into an empty lane;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
206;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Commercial district with light traffic and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve towards the curb;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
207;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Tunnel with no vehicles or obstacles;CAEM produces a lateral motion request causing the vehicle to swerve away from a non-existent obstacle;S1;The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
208;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Rural road with no other road users or objects;CAEM produces a lateral motion request causing the vehicle to swerve into an empty lane;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
209;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Urban street with light traffic and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve away from a non-existent obstacle;S1;The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve unnecessarily. Considering the nature of the event, the severity is likely to be S1 as it may result in light and moderate injuries due to sudden swerving. The impact speed is not explicitly high, and there is no direct collision mentioned.
210;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Urban street with light traffic and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve towards the curb;S0;The severity of the hazardous event is predicted to be S0 as the CAEM-induced lateral motion request causes the vehicle to swerve into an empty lane where there is no hazardous collision object. This implies that there is no collision or rollover, hence no injuries are expected.
211;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Highway driving, clear weather, no vehicles in proximity;CAEM produces a lateral motion request causing the vehicle to swerve towards the curb;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
212;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Industrial area with trucks parked and no other road users;CAEM produces a lateral motion request causing the vehicle to swerve into an empty lane;S1;The severity of the hazardous event is predicted as S1 because the CAEM's lateral motion request causing the vehicle to swerve does not necessarily imply a high impact speed or a direct collision with the passenger compartment. However, it could potentially cause light to moderate injuries to the driver or passengers due to sudden swerving motion.
213;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Urban street with light traffic and no pedestrians;CAEM produces a lateral motion request causing the vehicle to swerve into a parking spot;S1;The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve unnecessarily. This could potentially lead to a collision with roadside infrastructure or another vehicle, but given the absence of high speed or direct impact, the severity is likely to be S1, involving light to moderate injuries.
214;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;Driving through a tunnel with low lighting conditions, pedestrian walking on the sidewalk;CAEM produces a lateral motion request causing the vehicle to swerve towards the sidewalk, potentially hitting the pedestrian;S2;The hazardous event involves a vehicle swerving towards a pedestrian, which is an unprotected road user. Given the unexpected nature of the swerve and potential high impact speed, this could result in severe injuries to the pedestrian.
