id;guideword;hazard;detailed_scenario;hazardous_event;severity;severity_rationale
337;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Sharp downhill curve with low friction and a bicycle riding in the same direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with the bicycle""";S2; The hazardous event involves a potential collision with a bicycle due to an unnecessary swerve caused by CAEM. Given the nature of the event, the cyclist is an unprotected road user and is at a high risk of severe and life-threatening injuries, especially if the vehicle is moving at a high speed. The impact speed, in this case, can be high due to the unexpected swerve, increasing the severity of potential harm. Therefore, the severity is predicted as S2.
338;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Sharp downhill curve with low friction and a broken-down vehicle on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with the broken-down vehicle""";S2;The hazardous event involves CAEM producing a lateral motion that could cause the vehicle to swerve and potentially collide with a broken-down vehicle. Given that the event involves a potential collision with another vehicle, the severity could be severe and life-threatening (S2), especially if the impact speed is high. However, survival is probable as the collision may not necessarily result in passenger compartment deformation.
339;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Sharp downhill curve with low friction and a large tree fallen on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with the tree""";S2;" The severity of the hazardous event is predicted as S2, which indicates severe and life-threatening injuries. This is based on the scenario where the CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with a tree. Given the nature of the event, it is similar to the example provided for S2 severity class - ""Side impact with a narrow stationary object, e.g. passenger car crashing into a tree (impact to passenger cell) with low speed"". The impact speed is assumed to be low as there is no indication of high speed in the scenario. However, the severity could be higher if there are unprotected road users such as pedestrians or cyclists nearby at the time of the accident."
340;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Sharp downhill curve with low friction and a motorcycle overtaking the ego vehicle""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily, potentially causing a collision with the motorcycle""";S2; The hazardous event involves a potential collision with a motorcycle due to unnecessary swerving caused by CAEM's lateral motion request. This situation can result in severe and life-threatening injuries to the motorcyclist, especially if the impact speed is high. However, survival is probable given that the event description does not imply a high-speed impact or a direct hit to the rider. The severity is therefore predicted as S2.
341;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving uphill on a single-lane straight road with high friction, an unmarked pedestrian crossing, and a pedestrian crossing the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily and potentially collide with a pedestrian or object on the side of the road""";S2; The hazardous event involves a potential collision with a pedestrian or object on the side of the road due to an unnecessary swerve caused by CAEM's lateral motion request. Given the unpredictable nature of the swerve and the potential for the vehicle to collide at a low speed with a pedestrian or object, the severity is predicted as S2, indicating severe and life-threatening injuries (survival probable). The impact speed in this scenario is determined by the speed of the vehicle at the time of the swerve, which could be high depending on the max allowed speed of the vehicle. This could result in a higher level of harm to the pedestrian or other road users involved in the accident.
342;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving uphill on a single-lane straight road with high friction, an unmarked pedestrian crossing, and a bicycle traveling in the same direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily and potentially collide with the bicycle""";S2; The severity of the hazardous event is predicted as S2 due to the potential collision between the vehicle and the bicycle caused by the unnecessary swerve. Given the nature of the event and the involvement of an unprotected road user (the cyclist), the impact could result in severe and life-threatening injuries, especially if the vehicle is moving at a high speed.
343;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving uphill on a single-lane straight road with high friction, an unmarked pedestrian crossing, and a stationary broken-down vehicle on the side of the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily and potentially collide with the stationary vehicle""";S2; The hazardous event involves a lateral motion request by CAEM causing the vehicle to swerve unnecessarily and potentially collide with a stationary vehicle. Given that the event involves a potential collision with a stationary vehicle, it can be assumed that the impact speed could be low to moderate. According to the severity classes, a collision with a stationary object with low speed can lead to severe and life-threatening injuries, hence the severity is predicted as S2. The severity might be higher if pedestrians or cyclists are involved, but no such information is provided in the scenario.
344;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving uphill on a single-lane straight road with high friction, an unmarked pedestrian crossing, and a fallen tree blocking part of the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve unnecessarily and potentially collide with the fallen tree""";S2; The severity of the hazardous event is predicted as S2 as the CAEM's unnecessary swerve could potentially cause the vehicle to collide with a fallen tree, which aligns with the example of a passenger car crashing into a tree with low speed. This could result in severe and life-threatening injuries to the driver or any passengers, but survival is probable given the low speed of the potential impact. The impact speed is predicted to be low based on the scenario and the maximum allowed speed of the vehicle.
345;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with signalized pedestrian crosswalks on a multi-lane street and there is a traffic cone on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into a car in the next lane""";S2; The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve into a car in the next lane. This could potentially involve the driver and passengers of both vehicles. Given the sudden swerve, the impact speed could be significant, leading to severe and life-threatening injuries, especially if safety measures like seatbelts are not in place. However, survival is probable considering modern vehicle safety features and immediate medical attention.
346;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Intersection with stop signs, another vehicle approaching from the right""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the path of the other vehicle""";S2; The hazardous event involves a lateral motion request causing the vehicle to swerve into the path of another vehicle. Given the potential for a side impact collision at speed, the severity is predicted to be S2, indicating severe and life-threatening injuries. This is due to the fact that side impact collisions can cause significant harm to unprotected road users and vehicle occupants, especially if the impact speed is high.
347;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving in a multi-lane one-way street with adjacent parking lanes and dotted line markings, a bicycle is riding in the same direction in the bike lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the bicycle when there is no hazardous collision object""";S2; The severity of the hazardous event is predicted as S2 as it involves a bicycle accident with a vehicle, which is likely to cause severe and life-threatening injuries, given the unprotected nature of the cyclist and the potential impact speed of the vehicle caused by the lateral motion request.
348;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving in a multi-lane one-way street with adjacent parking lanes and dotted line markings, a motorbike is coming from the opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the motorbike when there is no hazardous collision object""";S2; The severity of the hazardous event is predicted as S2 due to the fact that the CAEM's lateral motion request causing the vehicle to swerve into a motorbike could lead to severe and life-threatening injuries for the motorbike rider. The impact speed, depending on the scenario, could be high given the sudden swerve of the vehicle, thus increasing the severity of potential harm. The motorbike rider, being an unprotected road user, is at a higher risk of severe injuries.
349;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a heavy object falls from a truck ahead""";"""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane""";S2; The hazardous event involves a lateral motion request by CAEM causing the ego vehicle to swerve into the next lane. This could potentially lead to a side impact with a vehicle in the next lane or a stationary object, such as a tree or a roadside infrastructure, at a low speed. The severity is predicted as S2, considering the unprotected road users like pedestrians or cyclists could be involved, and the impact speed could be significant depending on the max allowed speed of the vehicles. The severity is thus severe and life-threatening injuries (survival probable).
350;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transiting an underpass on a wet multi-lane curved road with low friction, a cyclist suddenly swerves into the road from the sidewalk""";"""CAEM produces a lateral motion request causing the ego vehicle to swerve into the next lane""";S2; The hazardous event involves a lateral motion request by CAEM causing the ego vehicle to swerve into the next lane. This sudden swerve could potentially lead to a collision with another vehicle or unprotected road user in the next lane, causing severe and life-threatening injuries. The impact speed would be determined by the speed of the ego vehicle at the time of the swerve and the speed of the vehicle or individual in the next lane. Given the unpredictability of the situation and the potential for high-speed impact, the severity is predicted to be S2.
351;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Ego vehicle in tunnel with cyclist in bike lane"; Hazardous Event: CAEM produces unnecessary lateral motion causing collision with tunnel wall;S2; The hazardous event involves a collision with a tunnel wall due to unnecessary lateral motion produced by CAEM. This could lead to severe and life-threatening injuries, especially considering the confined space of a tunnel and the potential for high impact speed. The severity is predicted based on the fact that the collision could directly impact the passenger compartment, similar to the example of a passenger car crashing into a tree with low speed. The severity could be higher if the vehicle was moving at a high speed or if there were unprotected road users such as pedestrians or cyclists involved. However, in the absence of such information, the severity is predicted to be S2.
352;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Ego vehicle in tunnel with pedestrian crossing at signalized intersection"; Hazardous Event: CAEM produces unnecessary lateral motion causing collision with pedestrian;S2; The hazardous event involves a collision with a pedestrian due to unnecessary lateral motion produced by CAEM. Given that pedestrians are unprotected road users, even a low-speed impact can result in severe and life-threatening injuries. The severity is predicted as S2, assuming survival is probable but the injuries could be severe, as per the defined severity classes.
353;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Ego vehicle in tunnel with debris in road"; Hazardous Event: CAEM produces unnecessary lateral motion causing collision with tunnel wall;S2; The hazardous event involves a collision with a tunnel wall due to unnecessary lateral motion produced by CAEM. This could result in severe and life-threatening injuries, especially if the impact speed was high. The severity is predicted as S2 because the collision with a stationary object like a tunnel wall could cause significant harm to the driver and any passengers in the vehicle. In addition, the confined space of a tunnel could exacerbate the severity of the injuries, as there is limited room for the vehicle to move or for occupants to escape.
354;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Ego vehicle in tunnel with bus in one-way street"; Hazardous Event: CAEM produces unnecessary lateral motion causing collision with bus;S2; The hazardous event involves a collision with a bus, which suggests a high impact speed and a large vehicle involved. Considering the unnecessary lateral motion produced by CAEM, it is likely that unprotected road users such as pedestrians and cyclists, as well as passengers in the bus and the ego vehicle, are involved. The severity is therefore predicted as S2, indicating severe and life-threatening injuries, as the collision could result in significant harm due to the size of the bus and the potential for multiple individuals to be involved.
355;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Ego vehicle in tunnel with truck exiting at signalized intersection"; Hazardous Event: CAEM produces unnecessary lateral motion causing collision with truck;S2; The hazardous event involves a collision with a truck which could result in severe and life-threatening injuries, especially if the impact speed is high. The unnecessary lateral motion could lead to a side impact which, depending on the speed and size of the truck, could cause significant harm to the driver or passengers of the ego vehicle.
356;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Ego vehicle in tunnel with no other road users or objects"; Hazardous Event: CAEM produces unnecessary lateral motion causing collision with tunnel wall;S2; The hazardous event involves a collision with a tunnel wall due to unnecessary lateral motion by CAEM, which could lead to severe and life-threatening injuries especially if the impact speed is high. The severity is predicted as S2 because the collision with a tunnel wall can be compared to a side impact with a narrow stationary object, and the confined space of a tunnel may amplify the impact, potentially causing severe harm to the driver or passengers.
357;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a bridge to a sharp uphill curve with a solid line marking and a heavy vehicle is coming from the opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the heavy vehicle""";S2; The hazardous event involves a lateral motion request causing the vehicle to swerve towards a heavy vehicle. Given the potential for a side impact with a large stationary object (the heavy vehicle), there is a high probability of severe and life-threatening injuries. The severity is predicted based on the assumption that the impact speed is high due to the sudden swerve, and the involved parties could include the driver and passengers of the ego vehicle and potentially the driver of the heavy vehicle.
358;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a bridge to a sharp uphill curve with a solid line marking and a broken-down vehicle is on the lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the broken-down vehicle""";S2; The hazardous event involves a lateral motion request causing the vehicle to swerve towards a broken-down vehicle, which could result in a side impact with a stationary object (the broken-down vehicle). Given the potential for a high impact speed, this could lead to severe and life-threatening injuries for the driver or passenger(s) of the ego vehicle, or any unprotected road users nearby. However, survival is probable due to the nature of the impact and the likelihood of safety measures in the ego vehicle.
359;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a bridge to a sharp uphill curve with a solid line marking and a bicycle is on the side of the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the bicycle""";S2; The hazardous event involves a vehicle swerving towards a bicycle, which could result in severe and life-threatening injuries to the cyclist, especially if the impact speed is high. The severity is predicted as S2 because, although the injuries could be severe, survival is probable given immediate medical attention.
360;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a bridge to a sharp uphill curve with a solid line marking and a large rock is on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the rock""";S2; The hazardous event involves a lateral motion request causing the vehicle to swerve towards a rock, which could result in a side impact with a stationary object. Given the potential for severe and life-threatening injuries based on the severity classes, the severity is predicted as S2. The impact speed, while not explicitly stated, is assumed to be low to medium based on the description of the event. This could result in severe injuries to the driver or passengers of the vehicle, particularly if safety measures such as seatbelts are not in use. The severity could be higher if unprotected road users such as pedestrians or cyclists are nearby and involved in the accident. However, without additional information about the presence of such individuals, the maximum predicted severity remains S2.
361;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a roundabout with a pedestrian crossing at the signalized pedestrian crossing""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the adjacent lane where there is a stationary vehicle""";S2;The CAEM's lateral motion request causing the vehicle to swerve into the adjacent lane where there is a stationary vehicle could result in severe and life-threatening injuries, especially if the swerving vehicle is moving at a significant speed. The stationary vehicle's occupants, as well as the driver and passengers of the swerving vehicle, are at risk. The severity is predicted based on the potential for a side impact with a stationary object, similar to a passenger car crashing into a tree with low speed.
362;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a roundabout with a motorcycle exiting the roundabout onto the same road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the path of the motorcycle""";S2; The severity of the accident is predicted as S2, as the CAEM's lateral motion request causing the vehicle to swerve into the path of the motorcycle could lead to severe and life-threatening injuries to the motorcycle rider. This is based on the impact speed, which is likely to be high given the sudden swerve of the vehicle, and the vulnerability of the motorcycle rider as an unprotected road user.
363;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight road with a bus lane, encountering a pedestrian crossing the road from sidewalk""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the bus lane, potentially causing a collision with a bus""";S2; The severity of the hazardous event is predicted as S2 because the CAEM's lateral motion request causing the vehicle to swerve into the bus lane has the potential to cause a collision with a bus. This could result in severe and life-threatening injuries to the passengers and driver of the vehicle, as well as the bus passengers and driver, especially if the bus is moving at a high speed. The impact speed is predicted to be high due to the sudden swerving of the vehicle into the bus lane, increasing the likelihood of severe injuries.
364;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight road with a bus lane, encountering a signalized intersection with a green light and a stopped vehicle in front""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the bus lane, potentially causing a collision with a bus""";S2; The hazardous event involves a potential collision with a bus due to a lateral motion request by CAEM. This could lead to severe and life-threatening injuries for the driver or passengers of the vehicle and the bus, especially if the impact speed is high due to the maximum allowed speed of the vehicles involved. The severity is not classified as S3 because survival is probable given the nature of the accident.
365;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight road with a bus lane, encountering a signalized intersection and a cyclist on the pedestrian sidewalk""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the bus lane, potentially causing a collision with a bus""";S2; The severity of the hazardous event is predicted as S2 because the CAEM's lateral motion request causing the vehicle to swerve into the bus lane could potentially cause a collision with a bus. This can result in severe and life-threatening injuries to the passengers in both the swerving vehicle and the bus, especially considering the high impact speed that can occur from a collision with a large vehicle like a bus. However, survival is probable due to the safety measures present in both vehicles.
366;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a straight road with a bus lane, encountering a signalized intersection and a pedestrian crossing the road from sidewalk during a green light""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the bus lane, potentially causing a collision with a pedestrian""";S2; The severity of this hazardous event is predicted as S2, indicating severe and life-threatening injuries, survival probable. The rationale for this classification is based on the potential collision with a pedestrian due to the vehicle's lateral motion into the bus lane. Given the unpredictable nature of pedestrian movements and the potential high impact speed, the accident could result in severe injuries. However, survival is probable as the accident involves a single pedestrian and immediate medical attention could potentially mitigate the severity of the injuries.
367;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Traversing a gentle curve on a single-lane uphill road with an adjacent parking lane and a cyclist riding uphill""";"""CAEM produces a lateral motion request causing the vehicle to swerve and hit the cyclist when there is no hazardous collision object in the vicinity""";S2; The severity of the hazardous event is predicted as S2 because the accident involves a cyclist, an unprotected road user, who was hit due to a lateral motion of the vehicle. This suggests a potential for severe and life-threatening injuries considering the vulnerability of the cyclist, even though there was no hazardous collision object in the vicinity. The impact speed is not specified but assuming a moderate speed, the severity could escalate to S2.
368;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a multi-lane wet road with low friction, passing through a grade-separated intersection using an overpass with a pedestrian crossing the road""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to swerve unnecessarily and potentially lose control due to the wet road conditions""";S2; The hazardous event involves a vehicle swerving unnecessarily and potentially losing control due to wet road conditions, which could result in severe and life-threatening injuries especially if it leads to a collision with a stationary object or another vehicle. The severity prediction is based on the potential impact speed during loss of control and the fact that the event involves an ego vehicle, which could have passengers.
369;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Driving on a multi-lane wet road with low friction, passing through a grade-separated intersection using an overpass with a broken-down vehicle in the adjacent lane""";"""CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to swerve into the adjacent lane and potentially collide with the broken-down vehicle""";S2; The severity is predicted as S2 because the CAEM's erroneous lateral motion request could lead to a collision with a broken-down vehicle in the adjacent lane. This could result in severe and life-threatening injuries, especially if the impact speed is high, considering the unpredictability of the event and the potential for a direct impact to the passenger cell.
370;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Navigating a single-lane downhill road that transitions into a tunnel with a marked pedestrian crossing. A pedestrian is crossing the road from left to right""";"""Hazardous Event: CAEM produces a right lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to veer towards the pedestrian""";S2; The hazardous event involves a vehicle veering towards a pedestrian due to an unexpected right lateral motion request, which could lead to a collision. Given the potential for a pedestrian-vehicle accident, the severity is predicted as S2, indicating severe and life-threatening injuries. However, the absence of a hazardous collision object in the vicinity and the potential for the pedestrian to avoid the vehicle may prevent a more severe outcome. The impact speed cannot be accurately predicted without information on the vehicle's speed at the time of the event, but the scenario suggests a possible low-speed impact.
371;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Scenario: Navigating a single-lane downhill road that transitions into a tunnel with a marked pedestrian crossing. A motorcycle is overtaking the ego vehicle""";"""Hazardous Event: CAEM produces a right lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to veer towards the overtaking motorcycle""";S2; The hazardous event involves a CAEM producing a right lateral motion request when there is no hazardous collision object in the vicinity, causing the vehicle to veer towards the overtaking motorcycle. This event involves an unprotected road user, the motorcyclist, who is at risk of severe and life-threatening injuries due to the sudden and unexpected motion of the vehicle. The severity is predicted as S2 because the impact speed, depending on the scenario and max allowed speed of the vehicles, could be high enough to cause severe harm to the motorcyclist.
372;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, a pedestrian is crossing the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the adjacent lane""";S2; The hazardous event involves a lateral motion request causing the vehicle to swerve into the adjacent lane, which could lead to a side impact with another vehicle or a narrow stationary object, such as a tree or a post. This could result in severe and life-threatening injuries, especially if the impact speed is high, placing it in the S2 severity class.
373;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, a cyclist is on the integrated cycle path""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the cycle path""";S2; The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve into the cycle path. This indicates that the vehicle could potentially hit unprotected road users such as cyclists, leading to severe and life-threatening injuries. The impact speed would be relatively low as the vehicle is swerving rather than directly colliding at high speed, hence the severity is predicted as S2.
374;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, a truck is coming from the opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the opposite lane""";S2; The hazardous event described involves a CAEM induced lateral motion that causes the vehicle to swerve into the opposite lane. Given the unpredictability of the opposite lane's traffic, the potential for collision with an oncoming vehicle or unprotected road users like pedestrians and cyclists is high. Considering the impact speed, which is a critical factor in determining the severity, it's reasonable to predict a low to medium speed collision, as the vehicle was not stated to be speeding. Therefore, the severity is predicted as S2, indicating severe and life-threatening injuries (survival probable). This is because the event could lead to a side or front collision with another vehicle or a pedestrian/bicycle accident at a low to medium speed.
375;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, a car is in the adjacent lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the adjacent lane""";S2; The hazardous event involves a lateral motion request by the CAEM causing the vehicle to swerve into the adjacent lane. This could potentially lead to a side impact with a stationary object or another vehicle, or even a pedestrian/bicycle accident if they are present in the adjacent lane. The impact speed is likely to be low considering the vehicle was initially in its lane before the sudden swerve. Therefore, the severity is predicted to be S2, indicating severe and life-threatening injuries, but survival is probable.
376;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, there is a broken-down vehicle in the same lane""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the adjacent lane""";S2; The hazardous event involves a CAEM causing the vehicle to swerve into the adjacent lane which could potentially involve a collision with another vehicle or unprotected road user. Given the lateral motion and potential high speed, there is a high risk of severe and life-threatening injuries, especially if the vehicle collides with another vehicle or unprotected road user such as pedestrians or cyclists. However, survival is probable if immediate medical attention is provided.
377;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Approaching a T-intersection with yield signs, a motorcycle is coming from the opposite direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve into the opposite lane""";S2; The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve into the opposite lane. This could potentially involve a collision with an oncoming vehicle or unprotected road users in the opposite lane, leading to severe and life-threatening injuries, especially if the impact speed is high. The severity is therefore predicted as S2, indicating severe and life-threatening injuries with survival probable.
378;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a straight road to a sharp curve with a stationary truck parked on the side""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the parked truck""";S2; The severity of the hazardous event is predicted as S2, as the CAEM's lateral motion request causing the vehicle to swerve towards the parked truck could lead to a side impact with a stationary object (the truck) at a potentially low speed. This could result in severe and life-threatening injuries for the driver or passengers of the ego vehicle, especially if they are not wearing seat belts or if the impact causes them to be thrown around inside the vehicle. The severity could be higher if there are unprotected road users such as pedestrians or cyclists nearby who could be hit by the swerving vehicle. The impact speed is a critical factor in this prediction and is assumed to be low based on the scenario description. However, the final severity value could change if more information about the actual impact speed and the presence of other road users is provided.
379;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a straight road to a sharp curve with a cyclist moving in the same direction""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the cyclist""";S2; The hazardous event involves a vehicle swerving towards a cyclist, an unprotected road user. Given the lateral motion request by CAEM, the impact speed is likely to be low to moderate. However, considering the vulnerability of the cyclist, the severity of potential harm could be severe and life-threatening, although survival is probable. This is in line with the severity class S2.
380;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Transitioning from a straight road to a sharp curve with no other road user but a fallen tree on the road""";"""CAEM produces a lateral motion request causing the vehicle to swerve towards the fallen tree""";S2; The hazardous event involves CAEM producing a lateral motion request causing the vehicle to swerve towards a fallen tree. Considering the scenario, the impact speed is likely to be low to medium, as the vehicle is swerving to avoid a collision. However, the sudden swerving motion could potentially cause severe harm to the driver or passengers due to the sudden change in direction and potential impact with the fallen tree. Additionally, if there are unprotected road users nearby, they could also be at risk. Therefore, the severity is predicted as S2, indicating severe and life-threatening injuries, but survival is probable.
381;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Ego vehicle encounters a pedestrian crossing the road unexpectedly";CAEM produces a lateral motion request causing the vehicle to swerve into the bike lane where a cyclist is present;S2; The severity of the hazardous event is predicted as S2 as the event involves a vehicle swerving into a bike lane where a cyclist is present. This could result in severe and life-threatening injuries to the cyclist, especially if the vehicle is moving at a significant speed. The impact speed is a crucial factor in this scenario, and given the sudden lateral motion, it's likely to be high. The cyclist being an unprotected road user is at a higher risk of severe injury.
382;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Ego vehicle encounters a large debris on the road";CAEM produces a lateral motion request causing the vehicle to swerve into the bike lane where a motorbike is present;S2; The severity of the hazardous event is predicted as S2 because the CAEM's lateral motion request causes the vehicle to swerve into the bike lane where a motorbike is present. This situation can lead to a collision with the motorbike at a potentially high speed, which can result in severe and life-threatening injuries to the motorbike rider, who is an unprotected road user. The impact speed, which is a crucial factor in determining the severity, is likely to be high due to the unexpected swerving of the vehicle. Despite the severity, survival is probable given the nature of the accident and the fact that it involves a motorbike rather than a pedestrian or cyclist.
383;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Encountering a cross intersection with green traffic signal, a bus is approaching from the right side""";"""CAEM produces a lateral motion request to the left, causing the ego vehicle to move into the bike lane where a cyclist is present""";S2; The severity of the hazardous event is predicted as S2, indicating severe and life-threatening injuries, considering the ego vehicle's intrusion into the bike lane where a cyclist is present. This situation presents a high risk of a collision with the cyclist at potentially high speeds, especially if the cyclist is unprotected and the ego vehicle is moving at a significant speed. The severity is not classified as S3 as the survival of the cyclist is probable given the nature of the accident and the potential for immediate medical attention.
384;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Encountering a cross intersection with green traffic signal, a pedestrian is crossing the road from the left side""";"""CAEM produces a lateral motion request to the right, causing the ego vehicle to swerve into the bus lane where a bus is present""";S2; The hazardous event involves the ego vehicle swerving into a bus lane with a present bus, which could lead to a side impact with a larger moving object at potentially medium speed. This could cause severe and life-threatening injuries to the driver or passengers in the ego vehicle, as well as potential harm to the bus driver and passengers. The severity is therefore predicted as S2, due to the potential for severe injuries, but survival is probable given the nature of the accident and the safety measures present in both vehicles. The impact speed is a significant factor in this prediction, as a higher speed could increase the severity of the accident.
385;Commission;CAEM produces a lateral motion request when there is no hazardous collision object in the vicinity.;"""Encountering a cross intersection with green traffic signal, a car is approaching from the left side""";"""CAEM produces a lateral motion request to the right, causing the ego vehicle to swerve into the bus lane where a bus is present""";S2; The severity of the hazardous event is predicted as S2 considering the potential for severe and life-threatening injuries to the driver or passengers of the ego vehicle and possibly the bus. The ego vehicle swerving into the bus lane where a bus is present could lead to a side impact with the bus at potentially high speeds, which could cause severe injuries. Furthermore, the bus passengers could also be at risk, depending on the impact speed and the bus's safety measures.
